code,id,equipement_id,date,x,voie,horodatage,vitesse,longueur
M7i,6460,6460,2019-02-18 07:03:09.555,3731058043.0,0.0,3731.0,58.0,43.0
M7i,6460,6460,2019-02-18 07:03:16.049,24645087028.0,2.0,4645.0,87.0,28.0
M7i,6460,6460,2019-02-18 07:03:22.049,24875078042.0,2.0,4875.0,78.0,42.0
M7i,6460,6460,2019-02-18 07:03:28.049,5434042040.0,0.0,5434.0,42.0,40.0
M7i,6460,6460,2019-02-18 07:03:34.049,20041093049.0,2.0,41.0,93.0,49.0
M7i,6460,6460,2019-02-18 07:03:40.049,646043048.0,0.0,646.0,43.0,48.0
M7i,6460,6460,2019-02-18 07:03:46.049,21249097043.0,2.0,1249.0,97.0,43.0
M7i,6460,6460,2019-02-18 07:03:52.549,11894076044.0,1.0,1894.0,76.0,44.0
M7i,6460,6460,2019-02-18 07:03:58.585,12646081041.0,1.0,2646.0,81.0,41.0
M7i,6460,6460,2019-02-18 07:04:04.049,23258090119.0,2.0,3258.0,90.0,119.0
M7i,6460,6460,2019-02-18 07:04:10.549,23762097043.0,2.0,3762.0,97.0,43.0
M7i,6460,6460,2019-02-18 07:04:16.049,24350090050.0,2.0,4350.0,90.0,50.0
M7i,6460,6460,2019-02-18 07:04:22.049,25001086040.0,2.0,5001.0,86.0,40.0
M7i,6460,6460,2019-02-18 07:04:28.049,5497046043.0,0.0,5497.0,46.0,43.0
M7i,6460,6460,2019-02-18 07:04:34.049,101060049.0,0.0,101.0,60.0,49.0
M7i,6460,6460,2019-02-18 07:04:40.049,20912091046.0,2.0,912.0,91.0,46.0
M7i,6460,6460,2019-02-18 07:04:45.085,1227052040.0,0.0,1227.0,52.0,40.0
M7i,6460,6460,2019-02-18 07:04:52.049,1885048039.0,0.0,1885.0,48.0,39.0
M7i,6460,6460,2019-02-18 07:04:58.585,22512090043.0,2.0,2512.0,90.0,43.0
M7i,6460,6460,2019-02-18 07:05:04.053,23091092038.0,2.0,3091.0,92.0,38.0
M7i,6460,6460,2019-02-18 07:05:09.585,3788064045.0,0.0,3788.0,64.0,45.0
M7i,6460,6460,2019-02-18 07:05:15.549,24444104039.0,2.0,4444.0,104.0,39.0
M7i,6460,6460,2019-02-18 07:05:21.601,4904058043.0,0.0,4904.0,58.0,43.0
M7i,6460,6460,2019-02-18 07:05:28.049,25434091043.0,2.0,5434.0,91.0,43.0
M7i,6460,6460,2019-02-18 07:05:33.079,124053047.0,0.0,124.0,53.0,47.0
M7i,6460,6460,2019-02-18 07:05:40.048,691047039.0,0.0,691.0,47.0,39.0
M7i,6460,6460,2019-02-18 07:05:46.049,1322049050.0,0.0,1322.0,49.0,50.0
M7i,6460,6460,2019-02-18 07:05:51.549,1973043065.0,0.0,1973.0,43.0,65.0
M7i,6460,6460,2019-02-18 07:05:58.049,2465047044.0,0.0,2465.0,47.0,44.0
M7i,6460,6460,2019-02-18 07:06:04.049,23066083043.0,2.0,3066.0,83.0,43.0
M7i,6460,6460,2019-02-18 07:06:10.049,23732091040.0,2.0,3732.0,91.0,40.0
M7i,6460,6460,2019-02-18 07:06:16.049,4374044170.0,0.0,4374.0,44.0,170.0
M7i,6460,6460,2019-02-18 07:06:22.549,24875090044.0,2.0,4875.0,90.0,44.0
M7i,6460,6460,2019-02-18 07:06:28.049,15537069040.0,1.0,5537.0,69.0,40.0
M7i,6460,6460,2019-02-18 07:06:34.049,171047043.0,0.0,171.0,47.0,43.0
M7i,6460,6460,2019-02-18 07:06:40.049,847053043.0,0.0,847.0,53.0,43.0
M7i,6460,6460,2019-02-18 07:06:45.585,11230095018.0,1.0,1230.0,95.0,18.0
M7i,6460,6460,2019-02-18 07:06:52.049,2041049042.0,0.0,2041.0,49.0,42.0
M7i,6460,6460,2019-02-18 07:06:58.637,22769091044.0,2.0,2769.0,91.0,44.0
M7i,6460,6460,2019-02-18 07:07:04.549,3125051041.0,0.0,3125.0,51.0,41.0
M7i,6460,6460,2019-02-18 07:07:10.049,3720062041.0,0.0,3720.0,62.0,41.0
M7i,6460,6460,2019-02-18 07:07:16.049,4490066040.0,0.0,4490.0,66.0,40.0
M7i,6460,6460,2019-02-18 07:07:22.049,5031054045.0,0.0,5031.0,54.0,45.0
M7i,6460,6460,2019-02-18 07:07:27.586,5604058037.0,0.0,5604.0,58.0,37.0
M7i,6460,6460,2019-02-18 07:07:33.049,263054043.0,0.0,263.0,54.0,43.0
M7i,6460,6460,2019-02-18 07:07:40.049,20716096043.0,2.0,716.0,96.0,43.0
M7i,6460,6460,2019-02-18 07:07:46.049,1371078038.0,0.0,1371.0,78.0,38.0
M7i,6460,6460,2019-02-18 07:07:52.049,22242081048.0,2.0,2242.0,81.0,48.0
M7i,6460,6460,2019-02-18 07:07:58.049,12498083037.0,1.0,2498.0,83.0,37.0
M7i,6460,6460,2019-02-18 07:08:04.049,23084112058.0,2.0,3084.0,112.0,58.0
M7i,6460,6460,2019-02-18 07:08:10.049,13772067084.0,1.0,3772.0,67.0,84.0
M7i,6460,6460,2019-02-18 07:08:16.071,24313080048.0,2.0,4313.0,80.0,48.0
M7i,6460,6460,2019-02-18 07:08:22.049,4837043040.0,0.0,4837.0,43.0,40.0
M7i,6460,6460,2019-02-18 07:08:28.585,5658050056.0,0.0,5658.0,50.0,56.0
M7i,6460,6460,2019-02-18 07:08:34.048,20032081036.0,2.0,32.0,81.0,36.0
M7i,6460,6460,2019-02-18 07:08:39.549,20738085050.0,2.0,738.0,85.0,50.0
M7i,6460,6460,2019-02-18 07:08:45.049,11314087039.0,1.0,1314.0,87.0,39.0
M7i,6460,6460,2019-02-18 07:08:51.549,1830048058.0,0.0,1830.0,48.0,58.0
M7i,6460,6460,2019-02-18 07:08:58.55,2580039043.0,0.0,2580.0,39.0,43.0
M7i,6460,6460,2019-02-18 07:09:04.049,23078098046.0,2.0,3078.0,98.0,46.0
M7i,6460,6460,2019-02-18 07:09:10.049,23713079040.0,2.0,3713.0,79.0,40.0
M7i,6460,6460,2019-02-18 07:09:16.049,4293054041.0,0.0,4293.0,54.0,41.0
M7i,6460,6460,2019-02-18 07:09:22.049,24834091048.0,2.0,4834.0,91.0,48.0
M7i,6460,6460,2019-02-18 07:09:28.049,15525085041.0,1.0,5525.0,85.0,41.0
M7i,6460,6460,2019-02-18 07:09:40.049,20743093040.0,2.0,743.0,93.0,40.0
M7i,6460,6460,2019-02-18 07:09:46.075,1315052040.0,0.0,1315.0,52.0,40.0
M7i,6460,6460,2019-02-18 07:09:51.548,2043054034.0,0.0,2043.0,54.0,34.0
M7i,6460,6460,2019-02-18 07:09:58.083,2532045041.0,0.0,2532.0,45.0,41.0
M7i,6460,6460,2019-02-18 07:10:04.597,23061080038.0,2.0,3061.0,80.0,38.0
M7i,6460,6460,2019-02-18 07:10:11.086,23649085057.0,2.0,3649.0,85.0,57.0
M7i,6460,6460,2019-02-18 07:10:16.049,24268098041.0,2.0,4268.0,98.0,41.0
M7i,6460,6460,2019-02-18 07:10:21.585,24839087043.0,2.0,4839.0,87.0,43.0
M7i,6460,6460,2019-02-18 07:10:28.051,25653083043.0,2.0,5653.0,83.0,43.0
M7i,6460,6460,2019-02-18 07:10:34.085,79043043.0,0.0,79.0,43.0,43.0
M7i,6460,6460,2019-02-18 07:10:40.049,20724081038.0,2.0,724.0,81.0,38.0
M7i,6460,6460,2019-02-18 07:10:46.049,21221082044.0,2.0,1221.0,82.0,44.0
M7i,6460,6460,2019-02-18 07:10:58.549,2480049058.0,0.0,2480.0,49.0,58.0
M7i,6460,6460,2019-02-18 07:11:04.085,3105049045.0,0.0,3105.0,49.0,45.0
M7i,6460,6460,2019-02-18 07:11:10.085,23675085040.0,2.0,3675.0,85.0,40.0
M7i,6460,6460,2019-02-18 07:11:16.049,24253081040.0,2.0,4253.0,81.0,40.0
M7i,6460,6460,2019-02-18 07:11:22.049,24972093040.0,2.0,4972.0,93.0,40.0
M7i,6460,6460,2019-02-18 07:11:28.549,5707053049.0,0.0,5707.0,53.0,49.0
M7i,6460,6460,2019-02-18 07:11:34.549,20031090061.0,2.0,31.0,90.0,61.0
M7i,6460,6460,2019-02-18 07:11:46.049,21267085042.0,2.0,1267.0,85.0,42.0
M7i,6460,6460,2019-02-18 07:11:52.049,22093095048.0,2.0,2093.0,95.0,48.0
M7i,6460,6460,2019-02-18 07:11:58.049,2506058037.0,0.0,2506.0,58.0,37.0
M7i,6460,6460,2019-02-18 07:12:04.049,23046080043.0,2.0,3046.0,80.0,43.0
M7i,6460,6460,2019-02-18 07:12:10.085,23755087057.0,2.0,3755.0,87.0,57.0
M7i,6460,6460,2019-02-18 07:12:16.049,14248068069.0,1.0,4248.0,68.0,69.0
M7i,6460,6460,2019-02-18 07:12:22.085,24936083036.0,2.0,4936.0,83.0,36.0
M7i,6460,6460,2019-02-18 07:12:28.086,25537094040.0,2.0,5537.0,94.0,40.0
M7i,6460,6460,2019-02-18 07:12:34.049,20152090147.0,2.0,152.0,90.0,147.0
M7i,6460,6460,2019-02-18 07:12:40.086,10643072035.0,1.0,643.0,72.0,35.0
M7i,6460,6460,2019-02-18 07:12:46.085,11302078040.0,1.0,1302.0,78.0,40.0
M7i,6460,6460,2019-02-18 07:12:52.085,21927089040.0,2.0,1927.0,89.0,40.0
M7i,6460,6460,2019-02-18 07:12:59.087,22582082090.0,2.0,2582.0,82.0,90.0
M7i,6460,6460,2019-02-18 07:13:04.085,3111054042.0,0.0,3111.0,54.0,42.0
M7i,6460,6460,2019-02-18 07:13:10.549,23800076039.0,2.0,3800.0,76.0,39.0
M7i,6460,6460,2019-02-18 07:13:17.085,24243076034.0,2.0,4243.0,76.0,34.0
M7i,6460,6460,2019-02-18 07:13:22.549,24931094049.0,2.0,4931.0,94.0,49.0
M7i,6460,6460,2019-02-18 07:13:28.549,25611077039.0,2.0,5611.0,77.0,39.0
M7i,6460,6460,2019-02-18 07:13:34.049,20247081154.0,2.0,247.0,81.0,154.0
M7i,6460,6460,2019-02-18 07:13:40.549,831036037.0,0.0,831.0,36.0,37.0
M7i,6460,6460,2019-02-18 07:13:46.549,21324090065.0,2.0,1324.0,90.0,65.0
M7i,6460,6460,2019-02-18 07:13:52.549,1847061038.0,0.0,1847.0,61.0,38.0
M7i,6460,6460,2019-02-18 07:13:58.048,2594059040.0,0.0,2594.0,59.0,40.0
M7i,6460,6460,2019-02-18 07:14:04.049,23129078038.0,2.0,3129.0,78.0,38.0
M7i,6460,6460,2019-02-18 07:14:10.049,3746069039.0,0.0,3746.0,69.0,39.0
M7i,6460,6460,2019-02-18 07:14:16.549,4317054040.0,0.0,4317.0,54.0,40.0
M7i,6460,6460,2019-02-18 07:14:22.049,15000070030.0,1.0,5000.0,70.0,30.0
M7i,6460,6460,2019-02-18 07:14:28.049,5541049043.0,0.0,5541.0,49.0,43.0
M7i,6460,6460,2019-02-18 07:14:34.049,69051042.0,0.0,69.0,51.0,42.0
M7i,6460,6460,2019-02-18 07:14:40.049,20667096041.0,2.0,667.0,96.0,41.0
M7i,6460,6460,2019-02-18 07:14:46.049,11279076041.0,1.0,1279.0,76.0,41.0
M7i,6460,6460,2019-02-18 07:14:52.549,1904047048.0,0.0,1904.0,47.0,48.0
M7i,6460,6460,2019-02-18 07:15:00.085,2504040040.0,0.0,2504.0,40.0,40.0
M7i,6460,6460,2019-02-18 07:15:05.049,3114042038.0,0.0,3114.0,42.0,38.0
M7i,6460,6460,2019-02-18 07:15:09.549,23721087038.0,2.0,3721.0,87.0,38.0
M7i,6460,6460,2019-02-18 07:15:16.049,4276040069.0,0.0,4276.0,40.0,69.0
M7i,6460,6460,2019-02-18 07:15:22.549,24887088060.0,2.0,4887.0,88.0,60.0
M7i,6460,6460,2019-02-18 07:15:28.085,15546035026.0,1.0,5546.0,35.0,26.0
M7i,6460,6460,2019-02-18 07:15:34.048,240036041.0,0.0,240.0,36.0,41.0
M7i,6460,6460,2019-02-18 07:15:40.085,20996084039.0,2.0,996.0,84.0,39.0
M7i,6460,6460,2019-02-18 07:15:46.549,1273029049.0,0.0,1273.0,29.0,49.0
M7i,6460,6460,2019-02-18 07:15:52.049,2156020042.0,0.0,2156.0,20.0,42.0
M7i,6460,6460,2019-02-18 07:15:58.085,22638072168.0,2.0,2638.0,72.0,168.0
M7i,6460,6460,2019-02-18 07:16:04.549,23110073044.0,2.0,3110.0,73.0,44.0
M7i,6460,6460,2019-02-18 07:16:10.549,13703079056.0,1.0,3703.0,79.0,56.0
M7i,6460,6460,2019-02-18 07:16:16.549,24314087048.0,2.0,4314.0,87.0,48.0
M7i,6460,6460,2019-02-18 07:16:22.549,24877085045.0,2.0,4877.0,85.0,45.0
M7i,6460,6460,2019-02-18 07:16:28.049,15576075030.0,1.0,5576.0,75.0,30.0
M7i,6460,6460,2019-02-18 07:16:34.548,244013037.0,0.0,244.0,13.0,37.0
M7i,6460,6460,2019-02-18 07:16:40.549,680050116.0,0.0,680.0,50.0,116.0
M7i,6460,6460,2019-02-18 07:16:46.049,11304055039.0,1.0,1304.0,55.0,39.0
M7i,6460,6460,2019-02-18 07:16:52.049,11907052045.0,1.0,1907.0,52.0,45.0
M7i,6460,6460,2019-02-18 07:16:58.049,22524069041.0,2.0,2524.0,69.0,41.0
M7i,6460,6460,2019-02-18 07:17:04.085,23130082041.0,2.0,3130.0,82.0,41.0
M7i,6460,6460,2019-02-18 07:17:10.549,3781035052.0,0.0,3781.0,35.0,52.0
M7i,6460,6460,2019-02-18 07:17:16.085,4294031045.0,0.0,4294.0,31.0,45.0
M7i,6460,6460,2019-02-18 07:17:22.549,14893056047.0,1.0,4893.0,56.0,47.0
M7i,6460,6460,2019-02-18 07:17:28.049,15453045040.0,1.0,5453.0,45.0,40.0
M7i,6460,6460,2019-02-18 07:17:34.049,20059093051.0,2.0,59.0,93.0,51.0
M7i,6460,6460,2019-02-18 07:17:40.049,20723070043.0,2.0,723.0,70.0,43.0
M7i,6460,6460,2019-02-18 07:17:46.049,11429077049.0,1.0,1429.0,77.0,49.0
M7i,6460,6460,2019-02-18 07:17:52.049,22089083044.0,2.0,2089.0,83.0,44.0
M7i,6460,6460,2019-02-18 07:17:58.049,2588026047.0,0.0,2588.0,26.0,47.0
M7i,6460,6460,2019-02-18 07:18:04.085,23167096041.0,2.0,3167.0,96.0,41.0
M7i,6460,6460,2019-02-18 07:18:16.085,4252039038.0,0.0,4252.0,39.0,38.0
M7i,6460,6460,2019-02-18 07:18:22.549,24970083057.0,2.0,4970.0,83.0,57.0
M7i,6460,6460,2019-02-18 07:18:28.549,5448026045.0,0.0,5448.0,26.0,45.0
M7i,6460,6460,2019-02-18 07:18:39.549,20779080039.0,2.0,779.0,80.0,39.0
M7i,6460,6460,2019-02-18 07:18:46.049,1402014047.0,0.0,1402.0,14.0,47.0
M7i,6460,6460,2019-02-18 07:18:52.177,22003084152.0,2.0,2003.0,84.0,152.0
M7i,6460,6460,2019-02-18 07:18:58.549,22513086047.0,2.0,2513.0,86.0,47.0
M7i,6460,6460,2019-02-18 07:19:04.05,3168028042.0,0.0,3168.0,28.0,42.0
M7i,6460,6460,2019-02-18 07:19:10.049,3621027046.0,0.0,3621.0,27.0,46.0
M7i,6460,6460,2019-02-18 07:19:16.049,24263079041.0,2.0,4263.0,79.0,41.0
M7i,6460,6460,2019-02-18 07:19:22.049,24838094063.0,2.0,4838.0,94.0,63.0
M7i,6460,6460,2019-02-18 07:19:29.141,25506091039.0,2.0,5506.0,91.0,39.0
M7i,6460,6460,2019-02-18 07:19:33.549,20140079039.0,2.0,140.0,79.0,39.0
M7i,6460,6460,2019-02-18 07:19:40.549,20729083041.0,2.0,729.0,83.0,41.0
M7i,6460,6460,2019-02-18 07:19:46.049,1279031046.0,0.0,1279.0,31.0,46.0
M7i,6460,6460,2019-02-18 07:19:52.549,1946032038.0,0.0,1946.0,32.0,38.0
M7i,6460,6460,2019-02-18 07:19:58.049,2495026044.0,0.0,2495.0,26.0,44.0
M7i,6460,6460,2019-02-18 07:20:04.049,23030091037.0,2.0,3030.0,91.0,37.0
M7i,6460,6460,2019-02-18 07:20:16.049,14450085040.0,1.0,4450.0,85.0,40.0
M7i,6460,6460,2019-02-18 07:20:28.049,5530039028.0,0.0,5530.0,39.0,28.0
M7i,6460,6460,2019-02-18 07:20:34.049,20069090049.0,2.0,69.0,90.0,49.0
M7i,6460,6460,2019-02-18 07:20:40.049,10868050137.0,1.0,868.0,50.0,137.0
M7i,6460,6460,2019-02-18 07:20:46.049,21411076038.0,2.0,1411.0,76.0,38.0
M7i,6460,6460,2019-02-18 07:20:52.049,11879046037.0,1.0,1879.0,46.0,37.0
M7i,6460,6460,2019-02-18 07:21:04.549,23186075039.0,2.0,3186.0,75.0,39.0
M7i,6460,6460,2019-02-18 07:21:09.586,23709075042.0,2.0,3709.0,75.0,42.0
M7i,6460,6460,2019-02-18 07:21:22.049,24889079040.0,2.0,4889.0,79.0,40.0
M7i,6460,6460,2019-02-18 07:21:28.049,15464065036.0,1.0,5464.0,65.0,36.0
M7i,6460,6460,2019-02-18 07:21:34.049,20129083041.0,2.0,129.0,83.0,41.0
M7i,6460,6460,2019-02-18 07:21:40.049,638017038.0,0.0,638.0,17.0,38.0
M7i,6460,6460,2019-02-18 07:21:46.049,21350070043.0,2.0,1350.0,70.0,43.0
M7i,6460,6460,2019-02-18 07:21:51.585,22003079041.0,2.0,2003.0,79.0,41.0
M7i,6460,6460,2019-02-18 07:21:58.585,22494091040.0,2.0,2494.0,91.0,40.0
M7i,6460,6460,2019-02-18 07:22:04.049,3100027038.0,0.0,3100.0,27.0,38.0
M7i,6460,6460,2019-02-18 07:22:10.049,23708078061.0,2.0,3708.0,78.0,61.0
M7i,6460,6460,2019-02-18 07:22:16.072,24248083044.0,2.0,4248.0,83.0,44.0
M7i,6460,6460,2019-02-18 07:22:21.585,4905037040.0,0.0,4905.0,37.0,40.0
M7i,6460,6460,2019-02-18 07:22:28.585,5673036198.0,0.0,5673.0,36.0,198.0
M7i,6460,6460,2019-02-18 07:22:34.549,20040087062.0,2.0,40.0,87.0,62.0
M7i,6460,6460,2019-02-18 07:22:40.049,20824095043.0,2.0,824.0,95.0,43.0
M7i,6460,6460,2019-02-18 07:22:46.049,1340027047.0,0.0,1340.0,27.0,47.0
M7i,6460,6460,2019-02-18 07:22:52.049,2032025042.0,0.0,2032.0,25.0,42.0
M7i,6460,6460,2019-02-18 07:22:59.549,22504080039.0,2.0,2504.0,80.0,39.0
M7i,6460,6460,2019-02-18 07:23:04.549,23110082042.0,2.0,3110.0,82.0,42.0
M7i,6460,6460,2019-02-18 07:23:10.049,3687033038.0,0.0,3687.0,33.0,38.0
M7i,6460,6460,2019-02-18 07:23:16.049,4422030169.0,0.0,4422.0,30.0,169.0
M7i,6460,6460,2019-02-18 07:23:22.048,4849054063.0,0.0,4849.0,54.0,63.0
M7i,6460,6460,2019-02-18 07:23:28.049,25519072063.0,2.0,5519.0,72.0,63.0
M7i,6460,6460,2019-02-18 07:23:34.049,176017048.0,0.0,176.0,17.0,48.0
M7i,6460,6460,2019-02-18 07:23:46.049,21413085045.0,2.0,1413.0,85.0,45.0
M7i,6460,6460,2019-02-18 07:23:52.585,1907009048.0,0.0,1907.0,9.0,48.0
M7i,6460,6460,2019-02-18 07:23:58.049,22584081058.0,2.0,2584.0,81.0,58.0
M7i,6460,6460,2019-02-18 07:24:04.049,23158080045.0,2.0,3158.0,80.0,45.0
M7i,6460,6460,2019-02-18 07:24:10.049,23608079049.0,2.0,3608.0,79.0,49.0
M7i,6460,6460,2019-02-18 07:24:16.049,14331051164.0,1.0,4331.0,51.0,164.0
M7i,6460,6460,2019-02-18 07:24:22.549,4822021046.0,0.0,4822.0,21.0,46.0
M7i,6460,6460,2019-02-18 07:24:34.049,20194067064.0,2.0,194.0,67.0,64.0
M7i,6460,6460,2019-02-18 07:24:40.049,20652075045.0,2.0,652.0,75.0,45.0
M7i,6460,6460,2019-02-18 07:24:46.049,21386075043.0,2.0,1386.0,75.0,43.0
M7i,6460,6460,2019-02-18 07:24:52.049,2057017042.0,0.0,2057.0,17.0,42.0
M7i,6460,6460,2019-02-18 07:24:58.085,12488070058.0,1.0,2488.0,70.0,58.0
M7i,6460,6460,2019-02-18 07:25:04.549,13207050037.0,1.0,3207.0,50.0,37.0
M7i,6460,6460,2019-02-18 07:25:16.551,24281071046.0,2.0,4281.0,71.0,46.0
M7i,6460,6460,2019-02-18 07:25:22.049,14854055038.0,1.0,4854.0,55.0,38.0
M7i,6460,6460,2019-02-18 07:25:28.549,5421030040.0,0.0,5421.0,30.0,40.0
M7i,6460,6460,2019-02-18 07:25:34.085,44028035.0,0.0,44.0,28.0,35.0
M7i,6460,6460,2019-02-18 07:25:40.549,20692076060.0,2.0,692.0,76.0,60.0
M7i,6460,6460,2019-02-18 07:25:46.086,11389085037.0,1.0,1389.0,85.0,37.0
M7i,6460,6460,2019-02-18 07:25:52.596,21841085038.0,2.0,1841.0,85.0,38.0
M7i,6460,6460,2019-02-18 07:25:58.049,2538019037.0,0.0,2538.0,19.0,37.0
M7i,6460,6460,2019-02-18 07:26:04.085,13009061042.0,1.0,3009.0,61.0,42.0
M7i,6460,6460,2019-02-18 07:26:16.085,24439082107.0,2.0,4439.0,82.0,107.0
M7i,6460,6460,2019-02-18 07:26:22.549,24922083040.0,2.0,4922.0,83.0,40.0
M7i,6460,6460,2019-02-18 07:26:28.086,25689069164.0,2.0,5689.0,69.0,164.0
M7i,6460,6460,2019-02-18 07:26:33.585,58040044.0,0.0,58.0,40.0,44.0
M7i,6460,6460,2019-02-18 07:26:40.049,20657078039.0,2.0,657.0,78.0,39.0
M7i,6460,6460,2019-02-18 07:26:46.048,21436093057.0,2.0,1436.0,93.0,57.0
M7i,6460,6460,2019-02-18 07:26:52.085,2028016038.0,0.0,2028.0,16.0,38.0
M7i,6460,6460,2019-02-18 07:26:57.085,2480021047.0,0.0,2480.0,21.0,47.0
M7i,6460,6460,2019-02-18 07:27:10.549,3701020044.0,0.0,3701.0,20.0,44.0
M7i,6460,6460,2019-02-18 07:27:16.085,14230058057.0,1.0,4230.0,58.0,57.0
M7i,6460,6460,2019-02-18 07:27:22.049,24979071041.0,2.0,4979.0,71.0,41.0
M7i,6460,6460,2019-02-18 07:27:28.085,5515020063.0,0.0,5515.0,20.0,63.0
M7i,6460,6460,2019-02-18 07:27:34.049,20214091046.0,2.0,214.0,91.0,46.0
M7i,6460,6460,2019-02-18 07:27:40.048,849018041.0,0.0,849.0,18.0,41.0
M7i,6460,6460,2019-02-18 07:27:46.085,1340025036.0,0.0,1340.0,25.0,36.0
M7i,6460,6460,2019-02-18 07:27:52.549,21894075040.0,2.0,1894.0,75.0,40.0
M7i,6460,6460,2019-02-18 07:28:04.085,23203076039.0,2.0,3203.0,76.0,39.0
M7i,6460,6460,2019-02-18 07:28:10.049,3681032040.0,0.0,3681.0,32.0,40.0
M7i,6460,6460,2019-02-18 07:28:16.551,14328059044.0,1.0,4328.0,59.0,44.0
M7i,6460,6460,2019-02-18 07:28:22.049,25018083042.0,2.0,5018.0,83.0,42.0
M7i,6460,6460,2019-02-18 07:28:28.049,15460073040.0,1.0,5460.0,73.0,40.0
M7i,6460,6460,2019-02-18 07:28:34.049,57034093.0,0.0,57.0,34.0,93.0
M7i,6460,6460,2019-02-18 07:28:40.571,684057054.0,0.0,684.0,57.0,54.0
M7i,6460,6460,2019-02-18 07:28:46.549,1323037043.0,0.0,1323.0,37.0,43.0
M7i,6460,6460,2019-02-18 07:28:52.049,1842038044.0,0.0,1842.0,38.0,44.0
M7i,6460,6460,2019-02-18 07:28:58.549,12481057051.0,1.0,2481.0,57.0,51.0
M7i,6460,6460,2019-02-18 07:29:04.049,23361090037.0,2.0,3361.0,90.0,37.0
M7i,6460,6460,2019-02-18 07:29:10.549,3796043042.0,0.0,3796.0,43.0,42.0
M7i,6460,6460,2019-02-18 07:29:16.549,24399092042.0,2.0,4399.0,92.0,42.0
M7i,6460,6460,2019-02-18 07:29:22.049,14968086054.0,1.0,4968.0,86.0,54.0
M7i,6460,6460,2019-02-18 07:29:28.549,25510093046.0,2.0,5510.0,93.0,46.0
M7i,6460,6460,2019-02-18 07:29:34.049,10235063053.0,1.0,235.0,63.0,53.0
M7i,6460,6460,2019-02-18 07:29:40.049,730037043.0,0.0,730.0,37.0,43.0
M7i,6460,6460,2019-02-18 07:29:46.049,1308036043.0,0.0,1308.0,36.0,43.0
M7i,6460,6460,2019-02-18 07:29:52.049,1878021046.0,0.0,1878.0,21.0,46.0
M7i,6460,6460,2019-02-18 07:29:58.049,2521024042.0,0.0,2521.0,24.0,42.0
M7i,6460,6460,2019-02-18 07:30:10.049,3810027045.0,0.0,3810.0,27.0,45.0
M7i,6460,6460,2019-02-18 07:30:16.049,14326064039.0,1.0,4326.0,64.0,39.0
M7i,6460,6460,2019-02-18 07:30:28.549,15489045037.0,1.0,5489.0,45.0,37.0
M7i,6460,6460,2019-02-18 07:30:34.049,20134087061.0,2.0,134.0,87.0,61.0
M7i,6460,6460,2019-02-18 07:30:40.571,20770085045.0,2.0,770.0,85.0,45.0
M7i,6460,6460,2019-02-18 07:30:46.049,21367088040.0,2.0,1367.0,88.0,40.0
M7i,6460,6460,2019-02-18 07:30:52.549,22068086036.0,2.0,2068.0,86.0,36.0
M7i,6460,6460,2019-02-18 07:31:04.049,23284085044.0,2.0,3284.0,85.0,44.0
M7i,6460,6460,2019-02-18 07:31:10.049,13724056039.0,1.0,3724.0,56.0,39.0
M7i,6460,6460,2019-02-18 07:31:16.561,14308046039.0,1.0,4308.0,46.0,39.0
M7i,6460,6460,2019-02-18 07:31:22.049,24854080040.0,2.0,4854.0,80.0,40.0
M7i,6460,6460,2019-02-18 07:31:28.049,5474013041.0,0.0,5474.0,13.0,41.0
M7i,6460,6460,2019-02-18 07:31:34.049,421014057.0,0.0,421.0,14.0,57.0
M7i,6460,6460,2019-02-18 07:31:40.585,10719058041.0,1.0,719.0,58.0,41.0
M7i,6460,6460,2019-02-18 07:31:46.549,1267020054.0,0.0,1267.0,20.0,54.0
M7i,6460,6460,2019-02-18 07:31:52.585,21805085035.0,2.0,1805.0,85.0,35.0
M7i,6460,6460,2019-02-18 07:31:58.049,12486047042.0,1.0,2486.0,47.0,42.0
M7i,6460,6460,2019-02-18 07:32:04.049,23333066043.0,2.0,3333.0,66.0,43.0
M7i,6460,6460,2019-02-18 07:32:10.049,3716013042.0,0.0,3716.0,13.0,42.0
M7i,6460,6460,2019-02-18 07:32:22.549,4973015040.0,0.0,4973.0,15.0,40.0
M7i,6460,6460,2019-02-18 07:32:28.595,25539075045.0,2.0,5539.0,75.0,45.0
M7i,6460,6460,2019-02-18 07:32:34.561,20132081043.0,2.0,132.0,81.0,43.0
M7i,6460,6460,2019-02-18 07:32:40.549,20781087047.0,2.0,781.0,87.0,47.0
M7i,6460,6460,2019-02-18 07:32:46.049,11278061041.0,1.0,1278.0,61.0,41.0
M7i,6460,6460,2019-02-18 07:32:52.549,1914018037.0,0.0,1914.0,18.0,37.0
M7i,6460,6460,2019-02-18 07:32:58.049,22482075043.0,2.0,2482.0,75.0,43.0
M7i,6460,6460,2019-02-18 07:33:04.049,23103069043.0,2.0,3103.0,69.0,43.0
M7i,6460,6460,2019-02-18 07:33:10.049,3639027041.0,0.0,3639.0,27.0,41.0
M7i,6460,6460,2019-02-18 07:33:16.594,24363065035.0,2.0,4363.0,65.0,35.0
M7i,6460,6460,2019-02-18 07:33:22.049,25050073044.0,2.0,5050.0,73.0,44.0
M7i,6460,6460,2019-02-18 07:33:40.049,10652057043.0,1.0,652.0,57.0,43.0
M7i,6460,6460,2019-02-18 07:33:46.048,1364023038.0,0.0,1364.0,23.0,38.0
