code,id,equipement_id,date,x,voie,horodatage,vitesse,longueur
M7i,6460,6460,2019-02-18 10:03:34.048,370054042.0,0.0,370.0,54.0,42.0
M7i,6460,6460,2019-02-18 10:03:39.549,21047097015.0,2.0,1047.0,97.0,15.0
M7i,6460,6460,2019-02-18 10:03:46.066,1515052111.0,0.0,1515.0,52.0,111.0
M7i,6460,6460,2019-02-18 10:03:51.549,21896118064.0,2.0,1896.0,118.0,64.0
M7i,6460,6460,2019-02-18 10:03:57.549,12703052169.0,1.0,2703.0,52.0,169.0
M7i,6460,6460,2019-02-18 10:04:03.548,13312062041.0,1.0,3312.0,62.0,41.0
M7i,6460,6460,2019-02-18 10:04:10.049,3897067034.0,0.0,3897.0,67.0,34.0
M7i,6460,6460,2019-02-18 10:04:15.549,4443069055.0,0.0,4443.0,69.0,55.0
M7i,6460,6460,2019-02-18 10:04:21.549,5093073042.0,0.0,5093.0,73.0,42.0
M7i,6460,6460,2019-02-18 10:04:33.548,437084052.0,0.0,437.0,84.0,52.0
M7i,6460,6460,2019-02-18 10:04:45.549,21770128044.0,2.0,1770.0,128.0,44.0
M7i,6460,6460,2019-02-18 10:04:51.549,2270070039.0,0.0,2270.0,70.0,39.0
M7i,6460,6460,2019-02-18 10:04:57.585,2894070171.0,0.0,2894.0,70.0,171.0
M7i,6460,6460,2019-02-18 10:05:03.549,23425114050.0,2.0,3425.0,114.0,50.0
M7i,6460,6460,2019-02-18 10:05:09.549,3896076041.0,0.0,3896.0,76.0,41.0
M7i,6460,6460,2019-02-18 10:05:15.549,4495077051.0,0.0,4495.0,77.0,51.0
M7i,6460,6460,2019-02-18 10:05:27.585,5782062121.0,0.0,5782.0,62.0,121.0
M7i,6460,6460,2019-02-18 10:05:33.549,590065040.0,0.0,590.0,65.0,40.0
M7i,6460,6460,2019-02-18 10:05:46.048,1669080037.0,0.0,1669.0,80.0,37.0
M7i,6460,6460,2019-02-18 10:05:52.049,2155097052.0,0.0,2155.0,97.0,52.0
M7i,6460,6460,2019-02-18 10:05:58.049,12878116048.0,1.0,2878.0,116.0,48.0
M7i,6460,6460,2019-02-18 10:06:16.049,24653116037.0,2.0,4653.0,116.0,37.0
M7i,6460,6460,2019-02-18 10:06:22.085,15199098047.0,1.0,5199.0,98.0,47.0
M7i,6460,6460,2019-02-18 10:06:28.085,15525079161.0,1.0,5525.0,79.0,161.0
M7i,6460,6460,2019-02-18 10:06:52.049,2169085047.0,0.0,2169.0,85.0,47.0
M7i,6460,6460,2019-02-18 10:07:09.549,4061083047.0,0.0,4061.0,83.0,47.0
M7i,6460,6460,2019-02-18 10:07:21.549,25022109039.0,2.0,5022.0,109.0,39.0
M7i,6460,6460,2019-02-18 10:07:27.549,25712102051.0,2.0,5712.0,102.0,51.0
M7i,6460,6460,2019-02-18 10:07:33.549,10589095046.0,1.0,589.0,95.0,46.0
M7i,6460,6460,2019-02-18 10:07:39.549,1056092048.0,0.0,1056.0,92.0,48.0
M7i,6460,6460,2019-02-18 10:07:45.549,1739092048.0,0.0,1739.0,92.0,48.0
M7i,6460,6460,2019-02-18 10:07:57.549,2910073046.0,0.0,2910.0,73.0,46.0
M7i,6460,6460,2019-02-18 10:08:03.549,13253086158.0,1.0,3253.0,86.0,158.0
M7i,6460,6460,2019-02-18 10:08:09.549,13829083120.0,1.0,3829.0,83.0,120.0
M7i,6460,6460,2019-02-18 10:08:15.549,14487106034.0,1.0,4487.0,106.0,34.0
M7i,6460,6460,2019-02-18 10:08:21.549,5284058037.0,0.0,5284.0,58.0,37.0
M7i,6460,6460,2019-02-18 10:08:27.549,15901092033.0,1.0,5901.0,92.0,33.0
M7i,6460,6460,2019-02-18 10:08:33.549,288085047.0,0.0,288.0,85.0,47.0
M7i,6460,6460,2019-02-18 10:08:39.549,21138078031.0,2.0,1138.0,78.0,31.0
M7i,6460,6460,2019-02-18 10:08:45.549,1751085045.0,0.0,1751.0,85.0,45.0
M7i,6460,6460,2019-02-18 10:08:52.048,12127082048.0,1.0,2127.0,82.0,48.0
M7i,6460,6460,2019-02-18 10:09:03.549,3352074177.0,0.0,3352.0,74.0,177.0
M7i,6460,6460,2019-02-18 10:09:09.549,3849076170.0,0.0,3849.0,76.0,170.0
M7i,6460,6460,2019-02-18 10:09:34.048,10291085042.0,1.0,291.0,85.0,42.0
M7i,6460,6460,2019-02-18 10:09:39.549,10819090167.0,1.0,819.0,90.0,167.0
M7i,6460,6460,2019-02-18 10:09:46.049,11529108042.0,1.0,1529.0,108.0,42.0
M7i,6460,6460,2019-02-18 10:09:52.049,12206081039.0,1.0,2206.0,81.0,39.0
M7i,6460,6460,2019-02-18 10:09:58.049,2794067037.0,0.0,2794.0,67.0,37.0
M7i,6460,6460,2019-02-18 10:10:03.549,13220084038.0,1.0,3220.0,84.0,38.0
M7i,6460,6460,2019-02-18 10:10:10.049,13907100041.0,1.0,3907.0,100.0,41.0
M7i,6460,6460,2019-02-18 10:10:22.049,15284098046.0,1.0,5284.0,98.0,46.0
M7i,6460,6460,2019-02-18 10:10:34.049,10215087044.0,1.0,215.0,87.0,44.0
M7i,6460,6460,2019-02-18 10:10:39.549,1199077036.0,0.0,1199.0,77.0,36.0
M7i,6460,6460,2019-02-18 10:10:46.048,1500093039.0,0.0,1500.0,93.0,39.0
M7i,6460,6460,2019-02-18 10:10:52.049,2049088038.0,0.0,2049.0,88.0,38.0
M7i,6460,6460,2019-02-18 10:11:03.549,3548090042.0,0.0,3548.0,90.0,42.0
M7i,6460,6460,2019-02-18 10:11:16.049,24447116048.0,2.0,4447.0,116.0,48.0
M7i,6460,6460,2019-02-18 10:11:22.049,5286085173.0,0.0,5286.0,85.0,173.0
M7i,6460,6460,2019-02-18 10:11:27.585,15787080146.0,1.0,5787.0,80.0,146.0
M7i,6460,6460,2019-02-18 10:11:34.049,390090030.0,0.0,390.0,90.0,30.0
M7i,6460,6460,2019-02-18 10:11:40.048,783075053.0,0.0,783.0,75.0,53.0
M7i,6460,6460,2019-02-18 10:11:52.048,1972078038.0,0.0,1972.0,78.0,38.0
M7i,6460,6460,2019-02-18 10:11:57.586,22916105043.0,2.0,2916.0,105.0,43.0
M7i,6460,6460,2019-02-18 10:12:03.549,3355074048.0,0.0,3355.0,74.0,48.0
M7i,6460,6460,2019-02-18 10:12:10.049,4031085042.0,0.0,4031.0,85.0,42.0
M7i,6460,6460,2019-02-18 10:12:22.048,5241084047.0,0.0,5241.0,84.0,47.0
M7i,6460,6460,2019-02-18 10:12:28.049,25903114050.0,2.0,5903.0,114.0,50.0
M7i,6460,6460,2019-02-18 10:12:33.549,239089040.0,0.0,239.0,89.0,40.0
M7i,6460,6460,2019-02-18 10:12:45.585,11433098043.0,1.0,1433.0,98.0,43.0
M7i,6460,6460,2019-02-18 10:12:52.049,2360075034.0,0.0,2360.0,75.0,34.0
M7i,6460,6460,2019-02-18 10:12:58.549,2819087042.0,0.0,2819.0,87.0,42.0
M7i,6460,6460,2019-02-18 10:13:04.049,3326099049.0,0.0,3326.0,99.0,49.0
M7i,6460,6460,2019-02-18 10:13:10.049,4047078052.0,0.0,4047.0,78.0,52.0
M7i,6460,6460,2019-02-18 10:13:15.585,24580109043.0,2.0,4580.0,109.0,43.0
M7i,6460,6460,2019-02-18 10:13:27.586,15772089046.0,1.0,5772.0,89.0,46.0
M7i,6460,6460,2019-02-18 10:13:33.549,494083048.0,0.0,494.0,83.0,48.0
M7i,6460,6460,2019-02-18 10:13:39.549,1017075036.0,0.0,1017.0,75.0,36.0
M7i,6460,6460,2019-02-18 10:13:45.549,1484080042.0,0.0,1484.0,80.0,42.0
M7i,6460,6460,2019-02-18 10:13:51.548,2356075048.0,0.0,2356.0,75.0,48.0
M7i,6460,6460,2019-02-18 10:13:57.585,2761082040.0,0.0,2761.0,82.0,40.0
M7i,6460,6460,2019-02-18 10:14:03.548,3574087043.0,0.0,3574.0,87.0,43.0
M7i,6460,6460,2019-02-18 10:14:09.585,14077093042.0,1.0,4077.0,93.0,42.0
M7i,6460,6460,2019-02-18 10:14:16.049,14473088045.0,1.0,4473.0,88.0,45.0
M7i,6460,6460,2019-02-18 10:14:22.549,15300093041.0,1.0,5300.0,93.0,41.0
M7i,6460,6460,2019-02-18 10:14:34.049,10453087046.0,1.0,453.0,87.0,46.0
M7i,6460,6460,2019-02-18 10:14:45.549,11641101039.0,1.0,1641.0,101.0,39.0
M7i,6460,6460,2019-02-18 10:14:52.049,2285080037.0,0.0,2285.0,80.0,37.0
M7i,6460,6460,2019-02-18 10:14:57.549,12747094042.0,1.0,2747.0,94.0,42.0
M7i,6460,6460,2019-02-18 10:15:04.049,13438081060.0,1.0,3438.0,81.0,60.0
M7i,6460,6460,2019-02-18 10:15:09.549,4088081167.0,0.0,4088.0,81.0,167.0
M7i,6460,6460,2019-02-18 10:15:16.051,4623094042.0,0.0,4623.0,94.0,42.0
M7i,6460,6460,2019-02-18 10:15:27.549,5695085043.0,0.0,5695.0,85.0,43.0
M7i,6460,6460,2019-02-18 10:15:34.048,10351083157.0,1.0,351.0,83.0,157.0
M7i,6460,6460,2019-02-18 10:15:40.048,907069164.0,0.0,907.0,69.0,164.0
M7i,6460,6460,2019-02-18 10:15:45.549,1345065039.0,0.0,1345.0,65.0,39.0
M7i,6460,6460,2019-02-18 10:15:52.048,2120071042.0,0.0,2120.0,71.0,42.0
M7i,6460,6460,2019-02-18 10:15:58.057,2772071135.0,0.0,2772.0,71.0,135.0
M7i,6460,6460,2019-02-18 10:16:04.049,3312076039.0,0.0,3312.0,76.0,39.0
M7i,6460,6460,2019-02-18 10:16:10.065,23883090043.0,2.0,3883.0,90.0,43.0
M7i,6460,6460,2019-02-18 10:16:27.549,5759084042.0,0.0,5759.0,84.0,42.0
M7i,6460,6460,2019-02-18 10:16:33.549,10388109050.0,1.0,388.0,109.0,50.0
M7i,6460,6460,2019-02-18 10:16:39.548,10719081048.0,1.0,719.0,81.0,48.0
M7i,6460,6460,2019-02-18 10:16:45.549,11684112040.0,1.0,1684.0,112.0,40.0
M7i,6460,6460,2019-02-18 10:16:51.549,2293079042.0,0.0,2293.0,79.0,42.0
M7i,6460,6460,2019-02-18 10:16:58.085,12865113036.0,1.0,2865.0,113.0,36.0
M7i,6460,6460,2019-02-18 10:17:03.549,3371080039.0,0.0,3371.0,80.0,39.0
M7i,6460,6460,2019-02-18 10:17:10.085,14165090040.0,1.0,4165.0,90.0,40.0
M7i,6460,6460,2019-02-18 10:17:21.548,5080067042.0,0.0,5080.0,67.0,42.0
M7i,6460,6460,2019-02-18 10:17:27.549,25643108045.0,2.0,5643.0,108.0,45.0
M7i,6460,6460,2019-02-18 10:17:33.549,279067037.0,0.0,279.0,67.0,37.0
M7i,6460,6460,2019-02-18 10:17:39.549,10935085163.0,1.0,935.0,85.0,163.0
M7i,6460,6460,2019-02-18 10:17:45.549,21525118035.0,2.0,1525.0,118.0,35.0
M7i,6460,6460,2019-02-18 10:17:51.549,2199083116.0,0.0,2199.0,83.0,116.0
M7i,6460,6460,2019-02-18 10:18:09.548,13899084101.0,1.0,3899.0,84.0,101.0
M7i,6460,6460,2019-02-18 10:18:15.549,14404093038.0,1.0,4404.0,93.0,38.0
M7i,6460,6460,2019-02-18 10:18:27.549,25715105048.0,2.0,5715.0,105.0,48.0
M7i,6460,6460,2019-02-18 10:18:33.548,321081043.0,0.0,321.0,81.0,43.0
M7i,6460,6460,2019-02-18 10:18:40.549,21013101046.0,2.0,1013.0,101.0,46.0
M7i,6460,6460,2019-02-18 10:18:45.549,1577080036.0,0.0,1577.0,80.0,36.0
M7i,6460,6460,2019-02-18 10:18:52.049,12353088168.0,1.0,2353.0,88.0,168.0
M7i,6460,6460,2019-02-18 10:18:57.549,2811085042.0,0.0,2811.0,85.0,42.0
M7i,6460,6460,2019-02-18 10:19:04.049,23440111039.0,2.0,3440.0,111.0,39.0
M7i,6460,6460,2019-02-18 10:19:09.549,23788114044.0,2.0,3788.0,114.0,44.0
M7i,6460,6460,2019-02-18 10:19:21.549,4993076037.0,0.0,4993.0,76.0,37.0
M7i,6460,6460,2019-02-18 10:19:28.049,5619068041.0,0.0,5619.0,68.0,41.0
M7i,6460,6460,2019-02-18 10:19:34.049,287072051.0,0.0,287.0,72.0,51.0
M7i,6460,6460,2019-02-18 10:19:39.549,949061038.0,0.0,949.0,61.0,38.0
M7i,6460,6460,2019-02-18 10:19:45.549,11485087039.0,1.0,1485.0,87.0,39.0
M7i,6460,6460,2019-02-18 10:19:51.548,1971060039.0,0.0,1971.0,60.0,39.0
M7i,6460,6460,2019-02-18 10:19:57.549,2900058040.0,0.0,2900.0,58.0,40.0
M7i,6460,6460,2019-02-18 10:20:03.549,23410108047.0,2.0,3410.0,108.0,47.0
M7i,6460,6460,2019-02-18 10:20:09.548,13761084038.0,1.0,3761.0,84.0,38.0
M7i,6460,6460,2019-02-18 10:20:15.549,14569076092.0,1.0,4569.0,76.0,92.0
M7i,6460,6460,2019-02-18 10:20:22.048,5088078045.0,0.0,5088.0,78.0,45.0
M7i,6460,6460,2019-02-18 10:20:27.549,5845082038.0,0.0,5845.0,82.0,38.0
M7i,6460,6460,2019-02-18 10:20:39.549,10988090041.0,1.0,988.0,90.0,41.0
M7i,6460,6460,2019-02-18 10:20:46.049,1669072042.0,0.0,1669.0,72.0,42.0
M7i,6460,6460,2019-02-18 10:20:52.049,2379075107.0,0.0,2379.0,75.0,107.0
M7i,6460,6460,2019-02-18 10:20:57.548,22582097039.0,2.0,2582.0,97.0,39.0
M7i,6460,6460,2019-02-18 10:21:04.072,3425064059.0,0.0,3425.0,64.0,59.0
M7i,6460,6460,2019-02-18 10:21:09.549,13869064035.0,1.0,3869.0,64.0,35.0
M7i,6460,6460,2019-02-18 10:21:15.549,4409065041.0,0.0,4409.0,65.0,41.0
M7i,6460,6460,2019-02-18 10:21:27.549,5767073167.0,0.0,5767.0,73.0,167.0
M7i,6460,6460,2019-02-18 10:21:33.549,165074045.0,0.0,165.0,74.0,45.0
M7i,6460,6460,2019-02-18 10:21:39.549,1042058081.0,0.0,1042.0,58.0,81.0
M7i,6460,6460,2019-02-18 10:21:45.549,21298090042.0,2.0,1298.0,90.0,42.0
M7i,6460,6460,2019-02-18 10:21:51.549,22004078066.0,2.0,2004.0,78.0,66.0
M7i,6460,6460,2019-02-18 10:21:57.549,2775062042.0,0.0,2775.0,62.0,42.0
M7i,6460,6460,2019-02-18 10:22:09.548,14055117037.0,1.0,4055.0,117.0,37.0
M7i,6460,6460,2019-02-18 10:22:15.549,4578060039.0,0.0,4578.0,60.0,39.0
M7i,6460,6460,2019-02-18 10:22:22.549,5136064088.0,0.0,5136.0,64.0,88.0
M7i,6460,6460,2019-02-18 10:22:27.55,15664085071.0,1.0,5664.0,85.0,71.0
M7i,6460,6460,2019-02-18 10:22:33.549,432081049.0,0.0,432.0,81.0,49.0
M7i,6460,6460,2019-02-18 10:22:39.549,1097074167.0,0.0,1097.0,74.0,167.0
M7i,6460,6460,2019-02-18 10:22:46.048,1666075044.0,0.0,1666.0,75.0,44.0
M7i,6460,6460,2019-02-18 10:22:51.549,11972088044.0,1.0,1972.0,88.0,44.0
M7i,6460,6460,2019-02-18 10:22:58.085,2842073045.0,0.0,2842.0,73.0,45.0
M7i,6460,6460,2019-02-18 10:23:03.549,3324069039.0,0.0,3324.0,69.0,39.0
M7i,6460,6460,2019-02-18 10:23:09.549,3811079090.0,0.0,3811.0,79.0,90.0
M7i,6460,6460,2019-02-18 10:23:15.549,4728072040.0,0.0,4728.0,72.0,40.0
M7i,6460,6460,2019-02-18 10:23:21.549,15109087041.0,1.0,5109.0,87.0,41.0
M7i,6460,6460,2019-02-18 10:23:28.049,25669116044.0,2.0,5669.0,116.0,44.0
M7i,6460,6460,2019-02-18 10:23:34.048,253088045.0,0.0,253.0,88.0,45.0
M7i,6460,6460,2019-02-18 10:23:40.049,1080082046.0,0.0,1080.0,82.0,46.0
M7i,6460,6460,2019-02-18 10:23:46.049,11562086039.0,1.0,1562.0,86.0,39.0
M7i,6460,6460,2019-02-18 10:23:52.049,2258085048.0,0.0,2258.0,85.0,48.0
M7i,6460,6460,2019-02-18 10:24:03.549,13272078038.0,1.0,3272.0,78.0,38.0
M7i,6460,6460,2019-02-18 10:24:10.049,3906087024.0,0.0,3906.0,87.0,24.0
M7i,6460,6460,2019-02-18 10:24:16.051,4590070049.0,0.0,4590.0,70.0,49.0
M7i,6460,6460,2019-02-18 10:24:33.549,10486100030.0,1.0,486.0,100.0,30.0
M7i,6460,6460,2019-02-18 10:24:40.049,806078043.0,0.0,806.0,78.0,43.0
M7i,6460,6460,2019-02-18 10:24:46.049,21460109043.0,2.0,1460.0,109.0,43.0
M7i,6460,6460,2019-02-18 10:24:57.549,12902094038.0,1.0,2902.0,94.0,38.0
M7i,6460,6460,2019-02-18 10:25:21.549,25108104037.0,2.0,5108.0,104.0,37.0
M7i,6460,6460,2019-02-18 10:25:33.585,352077046.0,0.0,352.0,77.0,46.0
M7i,6460,6460,2019-02-18 10:25:40.048,1044062073.0,0.0,1044.0,62.0,73.0
M7i,6460,6460,2019-02-18 10:25:51.585,12031061010.0,1.0,2031.0,61.0,10.0
M7i,6460,6460,2019-02-18 10:26:04.049,3218060042.0,0.0,3218.0,60.0,42.0
M7i,6460,6460,2019-02-18 10:26:09.585,14015078114.0,1.0,4015.0,78.0,114.0
M7i,6460,6460,2019-02-18 10:26:15.549,4593074041.0,0.0,4593.0,74.0,41.0
M7i,6460,6460,2019-02-18 10:26:22.049,25015110038.0,2.0,5015.0,110.0,38.0
M7i,6460,6460,2019-02-18 10:26:28.049,5741082042.0,0.0,5741.0,82.0,42.0
M7i,6460,6460,2019-02-18 10:26:33.548,508073046.0,0.0,508.0,73.0,46.0
M7i,6460,6460,2019-02-18 10:26:39.585,1046073042.0,0.0,1046.0,73.0,42.0
M7i,6460,6460,2019-02-18 10:26:45.549,1456073042.0,0.0,1456.0,73.0,42.0
M7i,6460,6460,2019-02-18 10:26:57.586,12642085039.0,1.0,2642.0,85.0,39.0
M7i,6460,6460,2019-02-18 10:27:04.049,13378100055.0,1.0,3378.0,100.0,55.0
M7i,6460,6460,2019-02-18 10:27:09.549,3841070046.0,0.0,3841.0,70.0,46.0
M7i,6460,6460,2019-02-18 10:27:15.585,4538064050.0,0.0,4538.0,64.0,50.0
M7i,6460,6460,2019-02-18 10:27:21.549,15236083046.0,1.0,5236.0,83.0,46.0
M7i,6460,6460,2019-02-18 10:27:27.549,15750087046.0,1.0,5750.0,87.0,46.0
M7i,6460,6460,2019-02-18 10:27:33.549,363081089.0,0.0,363.0,81.0,89.0
M7i,6460,6460,2019-02-18 10:27:40.049,21062104047.0,2.0,1062.0,104.0,47.0
M7i,6460,6460,2019-02-18 10:27:45.549,21766112041.0,2.0,1766.0,112.0,41.0
M7i,6460,6460,2019-02-18 10:27:51.549,2359065039.0,0.0,2359.0,65.0,39.0
M7i,6460,6460,2019-02-18 10:27:57.585,12799121042.0,1.0,2799.0,121.0,42.0
M7i,6460,6460,2019-02-18 10:28:10.048,14004102041.0,1.0,4004.0,102.0,41.0
M7i,6460,6460,2019-02-18 10:28:15.549,14402090034.0,1.0,4402.0,90.0,34.0
M7i,6460,6460,2019-02-18 10:28:21.613,15207113063.0,1.0,5207.0,113.0,63.0
M7i,6460,6460,2019-02-18 10:28:28.049,5766083049.0,0.0,5766.0,83.0,49.0
M7i,6460,6460,2019-02-18 10:28:45.549,1435104039.0,0.0,1435.0,104.0,39.0
M7i,6460,6460,2019-02-18 10:28:51.549,2029080039.0,0.0,2029.0,80.0,39.0
M7i,6460,6460,2019-02-18 10:28:57.549,22944112043.0,2.0,2944.0,112.0,43.0
M7i,6460,6460,2019-02-18 10:29:03.549,13316111046.0,1.0,3316.0,111.0,46.0
M7i,6460,6460,2019-02-18 10:29:09.549,3846080043.0,0.0,3846.0,80.0,43.0
M7i,6460,6460,2019-02-18 10:29:15.548,24439098045.0,2.0,4439.0,98.0,45.0
M7i,6460,6460,2019-02-18 10:29:21.549,5101076037.0,0.0,5101.0,76.0,37.0
M7i,6460,6460,2019-02-18 10:29:27.585,5669069042.0,0.0,5669.0,69.0,42.0
M7i,6460,6460,2019-02-18 10:29:33.55,339071040.0,0.0,339.0,71.0,40.0
M7i,6460,6460,2019-02-18 10:29:57.549,12715096040.0,1.0,2715.0,96.0,40.0
M7i,6460,6460,2019-02-18 10:30:03.548,3328095037.0,0.0,3328.0,95.0,37.0
M7i,6460,6460,2019-02-18 10:30:09.549,13931092163.0,1.0,3931.0,92.0,163.0
M7i,6460,6460,2019-02-18 10:30:15.549,4485080051.0,0.0,4485.0,80.0,51.0
M7i,6460,6460,2019-02-18 10:30:21.643,25180102039.0,2.0,5180.0,102.0,39.0
M7i,6460,6460,2019-02-18 10:30:28.057,25712109047.0,2.0,5712.0,109.0,47.0
M7i,6460,6460,2019-02-18 10:30:34.062,20569114042.0,2.0,569.0,114.0,42.0
M7i,6460,6460,2019-02-18 10:30:39.549,10848100038.0,1.0,848.0,100.0,38.0
M7i,6460,6460,2019-02-18 10:30:45.549,21584117041.0,2.0,1584.0,117.0,41.0
M7i,6460,6460,2019-02-18 10:30:52.048,12086087060.0,1.0,2086.0,87.0,60.0
M7i,6460,6460,2019-02-18 10:30:58.086,2728072034.0,0.0,2728.0,72.0,34.0
M7i,6460,6460,2019-02-18 10:31:09.548,3973074035.0,0.0,3973.0,74.0,35.0
M7i,6460,6460,2019-02-18 10:31:15.549,14594091044.0,1.0,4594.0,91.0,44.0
M7i,6460,6460,2019-02-18 10:31:21.602,5379091035.0,0.0,5379.0,91.0,35.0
M7i,6460,6460,2019-02-18 10:31:31.301,5678084044.0,0.0,5678.0,84.0,44.0
M7i,6460,6460,2019-02-18 10:31:34.085,403070044.0,0.0,403.0,70.0,44.0
M7i,6460,6460,2019-02-18 10:31:40.549,926072042.0,0.0,926.0,72.0,42.0
M7i,6460,6460,2019-02-18 10:31:52.085,22049093039.0,2.0,2049.0,93.0,39.0
M7i,6460,6460,2019-02-18 10:31:57.549,12704088039.0,1.0,2704.0,88.0,39.0
M7i,6460,6460,2019-02-18 10:32:09.549,4093068088.0,0.0,4093.0,68.0,88.0
M7i,6460,6460,2019-02-18 10:32:22.549,15136085099.0,1.0,5136.0,85.0,99.0
M7i,6460,6460,2019-02-18 10:32:27.549,5875071045.0,0.0,5875.0,71.0,45.0
M7i,6460,6460,2019-02-18 10:32:34.049,434072165.0,0.0,434.0,72.0,165.0
M7i,6460,6460,2019-02-18 10:32:40.085,981073042.0,0.0,981.0,73.0,42.0
M7i,6460,6460,2019-02-18 10:32:45.904,1460087051.0,0.0,1460.0,87.0,51.0
M7i,6460,6460,2019-02-18 10:32:51.549,2234088045.0,0.0,2234.0,88.0,45.0
M7i,6460,6460,2019-02-18 10:32:57.549,12695090044.0,1.0,2695.0,90.0,44.0
M7i,6460,6460,2019-02-18 10:33:04.049,3592077040.0,0.0,3592.0,77.0,40.0
M7i,6460,6460,2019-02-18 10:33:09.549,3957075068.0,0.0,3957.0,75.0,68.0
M7i,6460,6460,2019-02-18 10:33:21.549,5292080051.0,0.0,5292.0,80.0,51.0
M7i,6460,6460,2019-02-18 10:33:51.549,12123102042.0,1.0,2123.0,102.0,42.0
M7i,6460,6460,2019-02-18 10:33:57.549,2951083044.0,0.0,2951.0,83.0,44.0
M7i,6460,6460,2019-02-18 10:34:16.549,24710116052.0,2.0,4710.0,116.0,52.0
M7i,6460,6460,2019-02-18 10:34:21.563,5157072041.0,0.0,5157.0,72.0,41.0
M7i,6460,6460,2019-02-18 10:34:28.049,5637078050.0,0.0,5637.0,78.0,50.0
M7i,6460,6460,2019-02-18 10:34:34.049,260080043.0,0.0,260.0,80.0,43.0
M7i,6460,6460,2019-02-18 10:34:39.577,10861086046.0,1.0,861.0,86.0,46.0
M7i,6460,6460,2019-02-18 10:34:46.583,1493076047.0,0.0,1493.0,76.0,47.0
M7i,6460,6460,2019-02-18 10:34:51.585,1974069046.0,0.0,1974.0,69.0,46.0
M7i,6460,6460,2019-02-18 10:34:57.585,2947072040.0,0.0,2947.0,72.0,40.0
M7i,6460,6460,2019-02-18 10:35:15.549,4567065179.0,0.0,4567.0,65.0,179.0
M7i,6460,6460,2019-02-18 10:35:21.587,5088063047.0,0.0,5088.0,63.0,47.0
M7i,6460,6460,2019-02-18 10:35:27.549,5606062020.0,0.0,5606.0,62.0,20.0
M7i,6460,6460,2019-02-18 10:35:33.549,20293102042.0,2.0,293.0,102.0,42.0
M7i,6460,6460,2019-02-18 10:35:40.048,808068043.0,0.0,808.0,68.0,43.0
M7i,6460,6460,2019-02-18 10:35:46.049,21552112048.0,2.0,1552.0,112.0,48.0
M7i,6460,6460,2019-02-18 10:35:51.548,12269114049.0,1.0,2269.0,114.0,49.0
M7i,6460,6460,2019-02-18 10:35:58.049,2772071040.0,0.0,2772.0,71.0,40.0
M7i,6460,6460,2019-02-18 10:36:03.549,3506065041.0,0.0,3506.0,65.0,41.0
M7i,6460,6460,2019-02-18 10:36:09.549,4170075045.0,0.0,4170.0,75.0,45.0
M7i,6460,6460,2019-02-18 10:36:15.585,24655100042.0,2.0,4655.0,100.0,42.0
M7i,6460,6460,2019-02-18 10:36:27.585,15691088044.0,1.0,5691.0,88.0,44.0
M7i,6460,6460,2019-02-18 10:36:33.585,578076041.0,0.0,578.0,76.0,41.0
M7i,6460,6460,2019-02-18 10:36:39.585,20889083036.0,2.0,889.0,83.0,36.0
M7i,6460,6460,2019-02-18 10:36:45.549,1562083042.0,0.0,1562.0,83.0,42.0
M7i,6460,6460,2019-02-18 10:36:51.548,12262094046.0,1.0,2262.0,94.0,46.0
M7i,6460,6460,2019-02-18 10:36:58.054,2773100030.0,0.0,2773.0,100.0,30.0
M7i,6460,6460,2019-02-18 10:37:04.049,3431079051.0,0.0,3431.0,79.0,51.0
M7i,6460,6460,2019-02-18 10:37:28.048,15783090082.0,1.0,5783.0,90.0,82.0
M7i,6460,6460,2019-02-18 10:37:33.549,20175101044.0,2.0,175.0,101.0,44.0
M7i,6460,6460,2019-02-18 10:37:39.549,21143108040.0,2.0,1143.0,108.0,40.0
M7i,6460,6460,2019-02-18 10:37:52.049,22056091037.0,2.0,2056.0,91.0,37.0
M7i,6460,6460,2019-02-18 10:37:58.05,12564097040.0,1.0,2564.0,97.0,40.0
M7i,6460,6460,2019-02-18 10:38:03.548,3383070043.0,0.0,3383.0,70.0,43.0
M7i,6460,6460,2019-02-18 10:38:09.585,3918082043.0,0.0,3918.0,82.0,43.0
M7i,6460,6460,2019-02-18 10:38:27.585,5683075042.0,0.0,5683.0,75.0,42.0
M7i,6460,6460,2019-02-18 10:38:33.549,10501088138.0,1.0,501.0,88.0,138.0
M7i,6460,6460,2019-02-18 10:38:39.548,774070049.0,0.0,774.0,70.0,49.0
M7i,6460,6460,2019-02-18 10:38:46.061,11405089039.0,1.0,1405.0,89.0,39.0
M7i,6460,6460,2019-02-18 10:38:51.548,2223080047.0,0.0,2223.0,80.0,47.0
M7i,6460,6460,2019-02-18 10:38:57.549,22881144037.0,2.0,2881.0,144.0,37.0
M7i,6460,6460,2019-02-18 10:39:03.549,3420071037.0,0.0,3420.0,71.0,37.0
M7i,6460,6460,2019-02-18 10:39:09.549,3934066056.0,0.0,3934.0,66.0,56.0
M7i,6460,6460,2019-02-18 10:39:15.549,4474066044.0,0.0,4474.0,66.0,44.0
M7i,6460,6460,2019-02-18 10:39:27.548,5588065045.0,0.0,5588.0,65.0,45.0
M7i,6460,6460,2019-02-18 10:39:33.548,398062052.0,0.0,398.0,62.0,52.0
M7i,6460,6460,2019-02-18 10:39:39.549,1002083042.0,0.0,1002.0,83.0,42.0
